,kwh,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,wchill
2022-01-01 00:00:00,1.236,2.0,1.4,96.0,0.2,,102.0,6.8,,1016.0,,,-0.01054623793256293
2022-01-01 01:00:00,1.898,1.7,1.1,96.0,0.3,,0.0,0.0,,1015.6,,,14.176549999999999
2022-01-01 02:00:00,1.611,1.1,1.1,100.0,1.3,,0.0,0.0,,1015.3,,,13.80365
2022-01-01 03:00:00,1.522,1.7,1.7,100.0,0.8,,0.0,0.0,,1015.0,,,14.176549999999999
2022-01-01 04:00:00,1.709,1.7,1.1,96.0,0.8,,0.0,0.0,,1015.0,,5.0,14.176549999999999
2022-01-01 05:00:00,1.857,2.2,2.2,100.0,0.3,,0.0,0.0,,1014.3,,5.0,14.4873
2022-01-01 06:00:00,1.887,1.7,1.1,96.0,0.0,,0.0,0.0,,1014.4,,5.0,14.176549999999999
2022-01-01 07:00:00,1.959,1.7,1.7,100.0,0.0,,0.0,0.0,,1015.0,,5.0,14.176549999999999
2022-01-01 08:00:00,2.054,1.7,1.1,96.0,0.0,,0.0,0.0,,1014.7,,5.0,14.176549999999999
2022-01-01 09:00:00,2.014,1.7,1.7,100.0,0.0,,0.0,0.0,,1014.6,,5.0,14.176549999999999
2022-01-01 10:00:00,1.931,1.7,1.7,100.0,0.0,,0.0,0.0,,1013.9,,5.0,14.176549999999999
2022-01-01 11:00:00,1.063,1.1,1.1,100.0,0.0,,0.0,0.0,,1014.3,,5.0,13.80365
2022-01-01 12:00:00,0.99,1.7,1.1,96.0,0.0,,0.0,0.0,,1013.7,,5.0,14.176549999999999
2022-01-01 13:00:00,0.922,1.7,1.7,100.0,0.0,,0.0,0.0,,1013.6,,5.0,14.176549999999999
2022-01-01 14:00:00,0.821,2.2,2.2,100.0,0.0,,0.0,0.0,,1013.5,,5.0,14.4873
2022-01-01 15:00:00,0.836,2.8,2.2,96.0,0.1,,0.0,0.0,,1013.2,,5.0,14.860199999999999
2022-01-01 16:00:00,1.08,3.9,3.9,100.0,0.3,,0.0,0.0,,1011.7,,5.0,15.543849999999999
2022-01-01 17:00:00,0.811,5.0,4.4,96.0,0.3,,0.0,0.0,,1009.9,,5.0,16.2275
2022-01-01 18:00:00,1.25,5.6,5.6,100.0,0.9,,0.0,0.0,,1008.9,,5.0,16.6004
2022-01-01 19:00:00,1.914,3.9,3.9,100.0,0.0,,0.0,0.0,,1008.9,,5.0,15.543849999999999
2022-01-01 20:00:00,1.882,3.9,3.9,100.0,0.3,,0.0,0.0,,1008.1,,5.0,15.543849999999999
2022-01-01 21:00:00,0.934,5.0,5.0,100.0,0.3,,0.0,0.0,,1007.4,,5.0,16.2275
2022-01-01 22:00:00,0.946,3.9,3.9,100.0,0.0,,0.0,0.0,,1007.1,,5.0,15.543849999999999
2022-01-01 23:00:00,1.135,2.2,2.2,100.0,0.0,,0.0,0.0,,1007.2,,5.0,14.4873
2022-01-02 00:00:00,1.037,3.3,2.9,97.0,0.0,,0.0,0.0,,1006.9,,5.0,15.17095
2022-01-02 01:00:00,0.917,2.8,2.8,100.0,0.0,,0.0,0.0,,1007.1,,5.0,14.860199999999999
2022-01-02 02:00:00,0.924,2.8,2.8,100.0,0.0,,0.0,0.0,,1006.0,,5.0,14.860199999999999
2022-01-02 03:00:00,0.881,2.2,2.2,100.0,0.0,,0.0,0.0,,1005.6,,5.0,14.4873
2022-01-02 04:00:00,1.538,1.7,1.7,100.0,0.0,,0.0,0.0,,1005.4,,5.0,14.176549999999999
2022-01-02 05:00:00,1.552,2.2,2.2,100.0,0.0,,0.0,0.0,,1004.6,,5.0,14.4873
2022-01-02 06:00:00,1.189,2.2,2.2,100.0,0.0,,0.0,0.0,,1003.5,,5.0,14.4873
2022-01-02 07:00:00,1.772,1.7,1.7,100.0,0.0,,0.0,0.0,,1003.5,,,14.176549999999999
2022-01-02 08:00:00,1.795,2.8,2.2,96.0,0.0,,20.0,5.4,,1003.6,,,1.4225942053586498
2022-01-02 09:00:00,1.764,2.8,2.2,96.0,0.0,,0.0,0.0,,1002.1,,,14.860199999999999
2022-01-02 10:00:00,1.819,2.8,2.2,96.0,0.0,,0.0,0.0,,1001.9,,,14.860199999999999
2022-01-02 11:00:00,1.95,2.8,2.8,100.0,0.0,,0.0,0.0,,1001.9,,,14.860199999999999
2022-01-02 12:00:00,2.44,2.8,2.8,100.0,0.0,,0.0,0.0,,1001.9,,,14.860199999999999
2022-01-02 13:00:00,5.894,3.3,2.9,97.0,0.0,,30.0,5.4,,1001.0,,,1.992998910985236
2022-01-02 14:00:00,3.445,3.9,3.3,96.0,0.3,,30.0,5.4,,1001.0,,,2.6774845577371393
2022-01-02 15:00:00,4.627,3.9,3.3,96.0,0.0,,20.0,7.6,,1001.3,,5.0,1.9543632147836205
2022-01-02 16:00:00,1.496,3.9,3.3,96.0,0.0,,20.0,9.4,,1000.7,,5.0,1.4842379432866282
2022-01-02 17:00:00,2.773,3.9,3.3,96.0,0.0,,6.0,9.4,,1000.6,,5.0,1.4842379432866282
2022-01-02 18:00:00,3.286,3.3,2.9,97.0,0.3,,0.0,0.0,,1001.2,,5.0,15.17095
2022-01-02 19:00:00,2.452,3.3,2.3,93.0,0.3,,356.0,7.6,,1001.8,,,1.2523656893014445
2022-01-02 20:00:00,0.923,2.8,1.8,93.0,0.5,,359.0,7.6,,1002.5,,,0.6673677513996312
2022-01-02 21:00:00,1.05,1.7,0.5,92.0,0.0,,344.0,7.6,,1003.3,,,-0.6196277119843581
2022-01-02 22:00:00,1.036,1.1,-0.1,92.0,0.3,,353.0,5.4,,1004.5,,,-0.5167817937717426
2022-01-02 23:00:00,0.472,0.6,0.0,96.0,0.1,,350.0,5.4,,1005.8,,,-1.0871864993983293
2022-01-03 00:00:00,1.494,0.0,-1.8,88.0,0.1,,354.0,9.4,,1007.9,,,-3.1527488341737584
2022-01-03 01:00:00,0.912,0.0,-2.9,81.0,0.0,,346.0,5.4,,1010.0,,,-1.771672146150232
2022-01-03 02:00:00,1.759,-0.6,-2.8,85.0,0.0,,347.0,5.4,,1010.8,,,-2.4561577929021348
2022-01-03 03:00:00,1.993,-1.1,-3.3,85.0,0.0,,0.0,0.0,,1011.7,,,12.43635
2022-01-03 04:00:00,1.563,-1.1,-3.3,85.0,0.0,,339.0,5.4,,1012.5,,,-3.0265624985287216
2022-01-03 05:00:00,2.521,-2.2,-6.8,71.0,0.0,,316.0,11.2,,1013.8,,,-6.266599400998523
2022-01-03 06:00:00,2.668,-3.9,-8.2,72.0,0.0,,319.0,9.4,,1014.9,,,-7.7897356116341445
2022-01-03 07:00:00,3.301,-5.6,-11.1,65.0,0.0,,313.0,9.4,,1017.0,,,-9.81098625821944
2022-01-03 08:00:00,3.237,-6.7,-12.8,62.0,0.0,,0.0,0.0,,1017.9,,,8.955949999999998
2022-01-03 09:00:00,2.918,-7.2,-13.9,59.0,0.0,,321.0,5.4,,1019.4,,,-9.985499907173072
2022-01-03 10:00:00,2.196,-7.8,-13.8,62.0,0.0,,319.0,7.6,,1020.6,,,-11.73458853211881
2022-01-03 11:00:00,2.373,-8.3,-13.9,64.0,0.0,,0.0,0.0,,1021.5,,,7.961549999999998
2022-01-03 12:00:00,1.211,-8.3,-13.9,64.0,0.0,,0.0,0.0,,1021.4,,,7.961549999999998
2022-01-03 13:00:00,2.206,-8.3,-14.3,62.0,0.0,,337.0,5.4,,1022.2,,,-11.240390259551562
2022-01-03 14:00:00,1.191,-7.8,-14.4,59.0,0.0,,0.0,0.0,,1023.8,,,8.272299999999998
2022-01-03 15:00:00,1.585,-7.2,-14.5,56.0,0.0,,352.0,7.6,,1023.7,,,-11.032591006636633
2022-01-03 16:00:00,3.089,-6.1,-15.6,47.0,0.0,,5.0,5.4,,1023.1,,,-8.730609554794581
2022-01-03 17:00:00,1.307,-6.1,-15.6,47.0,0.0,,7.0,11.2,,1022.6,,,-10.966504033603023
2022-01-03 18:00:00,1.301,-6.1,-15.6,47.0,0.0,,11.0,7.6,,1022.2,,,-9.745595543252644
2022-01-03 19:00:00,1.429,-6.7,-15.6,49.0,0.0,,20.0,5.4,,1021.4,,,-9.415095201546487
2022-01-03 20:00:00,1.602,-6.7,-15.6,49.0,0.0,,20.0,9.4,,1021.0,,,-11.118854323656988
2022-01-03 21:00:00,1.313,-6.7,-14.5,54.0,0.0,,6.0,5.4,,1021.3,,,-9.415095201546487
2022-01-03 22:00:00,2.871,-7.2,-14.5,56.0,0.0,,10.0,9.4,,1020.2,,,-11.71333980794678
2022-01-03 23:00:00,2.544,-7.2,-13.9,59.0,0.0,,20.0,5.4,,1021.0,,,-9.985499907173072
2022-01-04 00:00:00,2.643,-7.2,-13.9,59.0,0.0,,20.0,9.4,,1021.3,,,-11.71333980794678
2022-01-04 01:00:00,2.243,-7.8,-15.1,56.0,0.0,,10.0,5.4,,1021.5,,,-10.669985553924977
2022-01-04 02:00:00,2.857,-8.3,-16.7,51.0,0.0,,10.0,13.0,,1021.4,,,-14.138489453217852
2022-01-04 03:00:00,2.779,-9.4,-16.8,55.0,0.0,,354.0,7.6,,1021.8,,,-13.606581933404613
2022-01-04 04:00:00,3.386,-10.0,-16.7,58.0,0.0,,348.0,7.6,,1022.3,,,-14.308579458886786
2022-01-04 05:00:00,4.141,-10.6,-17.3,58.0,0.0,,343.0,5.4,,1022.1,,,-13.864251905433855
2022-01-04 06:00:00,4.337,-11.1,-17.7,58.0,0.0,,345.0,5.4,,1022.5,,,-14.434656611060444
2022-01-04 07:00:00,3.655,-11.7,-18.3,58.0,0.0,,344.0,5.4,,1023.2,,,-15.119142257812346
2022-01-04 08:00:00,3.371,-12.8,-18.4,63.0,0.0,,341.0,5.4,,1023.7,,,-16.374032610190838
2022-01-04 09:00:00,3.355,-12.8,-19.0,60.0,0.0,,335.0,5.4,,1024.4,,,-16.374032610190838
2022-01-04 10:00:00,2.254,-13.3,-18.9,63.0,0.0,,338.0,5.4,,1025.1,,,-16.944437315817424
2022-01-04 11:00:00,1.713,-13.9,-18.4,69.0,0.0,,0.0,0.0,,1025.1,,,4.481149999999998
2022-01-04 12:00:00,1.081,-14.4,-17.9,75.0,0.0,,0.0,0.0,,1026.9,,,4.170399999999999
2022-01-04 13:00:00,1.557,-13.9,-17.9,72.0,0.0,,0.0,0.0,,1027.5,,,4.481149999999998
2022-01-04 14:00:00,1.03,-11.7,-17.7,61.0,0.0,,0.0,0.0,,1028.2,,,5.848449999999999
2022-01-04 15:00:00,1.396,-9.4,-18.4,48.0,0.0,,0.0,0.0,,1027.9,,,7.277899999999999
2022-01-04 16:00:00,1.587,-7.8,-18.2,43.0,0.0,,240.0,5.4,,1027.5,,,-10.669985553924977
2022-01-04 17:00:00,1.934,-6.7,-17.2,43.0,0.0,,240.0,9.4,,1027.0,,,-11.118854323656988
2022-01-04 18:00:00,2.237,-5.0,-16.8,39.0,0.0,,210.0,11.2,,1026.7,,,-9.640889906458163
2022-01-04 19:00:00,1.259,-4.4,-15.7,41.0,0.0,,210.0,11.2,,1025.4,,,-8.91782765528824
2022-01-04 20:00:00,1.208,-3.9,-13.8,46.0,0.0,,220.0,9.4,,1026.0,,,-7.7897356116341445
2022-01-04 21:00:00,1.633,-3.9,-11.6,55.0,0.0,,196.0,5.4,,1025.9,,,-6.220828850037604
2022-01-04 22:00:00,2.336,-6.1,-11.0,68.0,0.0,,0.0,0.0,,1026.3,,,9.32885
2022-01-04 23:00:00,2.62,-7.2,-10.5,77.0,0.0,,0.0,0.0,,1026.6,,,8.645199999999999
2022-01-05 00:00:00,2.236,-7.8,-10.6,80.0,0.0,,0.0,0.0,,1026.4,,,8.272299999999998
2022-01-05 01:00:00,2.314,-7.8,-10.0,84.0,0.0,,0.0,0.0,,1026.4,,,8.272299999999998
2022-01-05 02:00:00,2.245,-8.3,-10.5,84.0,0.0,,0.0,0.0,,1026.4,,,7.961549999999998
2022-01-05 03:00:00,2.299,-8.3,-10.5,84.0,0.0,,0.0,0.0,,1025.9,,,7.961549999999998
2022-01-05 04:00:00,2.766,-8.3,-9.9,88.0,0.0,,0.0,0.0,,1025.6,,,7.961549999999998
2022-01-05 05:00:00,2.953,-7.8,-9.4,88.0,0.0,,0.0,0.0,,1024.9,,,8.272299999999998
2022-01-05 06:00:00,3.107,-7.2,-8.8,88.0,0.0,,0.0,0.0,,1024.2,,,8.645199999999999
2022-01-05 07:00:00,3.384,-7.2,-8.8,88.0,0.0,,0.0,0.0,,1024.0,,,8.645199999999999
2022-01-05 08:00:00,2.714,-7.8,-8.9,92.0,0.0,,0.0,0.0,,1023.4,,,8.272299999999998
2022-01-05 09:00:00,2.544,-8.3,-9.4,92.0,0.0,,0.0,0.0,,1022.5,,,7.961549999999998
2022-01-05 10:00:00,2.547,-7.2,-8.8,88.0,0.0,,0.0,0.0,,1021.4,,,8.645199999999999
2022-01-05 11:00:00,1.791,-6.1,-7.2,92.0,0.0,,0.0,0.0,,1020.6,,,9.32885
2022-01-05 12:00:00,1.74,-4.4,-5.6,91.0,0.0,,0.0,0.0,,1019.3,,,10.385399999999999
2022-01-05 13:00:00,1.816,-2.8,-3.9,92.0,0.0,,0.0,0.0,,1018.4,,,11.3798
2022-01-05 14:00:00,1.097,2.2,0.6,89.0,0.0,,270.0,11.2,,1017.5,,5.0,-0.9641428924190867
2022-01-05 15:00:00,1.33,2.2,1.8,97.0,0.0,,270.0,5.4,,1016.6,,5.0,0.7381085586067468
2022-01-05 16:00:00,0.87,1.1,0.7,97.0,0.2,,0.0,0.0,,1013.0,,5.0,13.80365
2022-01-05 17:00:00,0.922,3.3,3.3,100.0,0.0,,280.0,7.6,,1013.0,,,1.2523656893014445
2022-01-05 18:00:00,0.998,0.6,0.6,100.0,1.3,,0.0,0.0,,1012.0,,,13.492899999999999
2022-01-05 19:00:00,0.769,1.7,1.7,100.0,0.8,,0.0,0.0,,1010.5,,,14.176549999999999
2022-01-05 20:00:00,0.905,5.0,4.4,96.0,0.8,,190.0,11.2,,1009.5,,,2.4101476130405537
2022-01-05 21:00:00,0.801,8.3,7.2,93.0,1.0,,220.0,16.6,,1008.5,,,5.614254972360423
2022-01-05 22:00:00,0.51,8.3,7.9,97.0,1.0,,210.0,16.6,,1007.7,,,5.614254972360423
2022-01-05 23:00:00,0.642,6.1,5.7,97.0,1.0,,160.0,9.4,,1007.2,,5.0,4.099974074161718
2022-01-06 00:00:00,0.754,5.6,5.6,100.0,0.2,,0.0,0.0,,1006.0,,5.0,16.6004
2022-01-06 01:00:00,1.204,5.6,5.6,100.0,0.0,,0.0,0.0,,1005.8,,,16.6004
2022-01-06 02:00:00,1.113,5.6,5.0,96.0,0.0,,230.0,5.4,,1005.4,,,4.616860556867533
2022-01-06 03:00:00,1.233,5.6,5.0,96.0,0.0,,240.0,5.4,,1004.8,,5.0,4.616860556867533
2022-01-06 04:00:00,1.453,2.2,1.8,97.0,0.0,,0.0,0.0,,1003.8,,5.0,14.4873
2022-01-06 05:00:00,1.636,1.7,1.7,100.0,0.0,,0.0,0.0,,1003.0,,5.0,14.176549999999999
2022-01-06 06:00:00,2.039,1.7,1.1,96.0,0.0,,0.0,0.0,,1002.4,,5.0,14.176549999999999
2022-01-06 07:00:00,1.9,1.1,0.7,97.0,0.0,,0.0,0.0,,1002.7,,5.0,13.80365
2022-01-06 08:00:00,1.298,0.0,0.0,100.0,0.0,,0.0,0.0,,1002.4,,5.0,13.12
2022-01-06 09:00:00,0.941,-1.1,-1.1,100.0,0.0,,0.0,0.0,,1001.7,,5.0,12.43635
2022-01-06 10:00:00,0.955,-1.7,-1.7,100.0,0.0,,0.0,0.0,,1002.0,,5.0,12.06345
2022-01-06 11:00:00,0.764,-0.6,-1.2,96.0,0.0,,0.0,0.0,,1002.0,,5.0,12.7471
2022-01-06 12:00:00,0.617,-1.1,-1.7,96.0,0.0,,0.0,0.0,,1002.7,,5.0,12.43635
2022-01-06 13:00:00,0.617,0.6,0.6,100.0,0.0,,277.0,5.4,,1004.2,,,-1.0871864993983293
2022-01-06 14:00:00,0.847,1.7,0.5,92.0,0.0,,270.0,5.4,,1004.5,,,0.16770385298016022
2022-01-06 15:00:00,0.738,2.8,0.5,85.0,0.0,,270.0,13.0,,1005.7,,,-0.6055088921334919
2022-01-06 16:00:00,0.643,3.9,-1.1,70.0,0.0,,280.0,14.8,,1005.9,,,0.4251393498020022
2022-01-06 17:00:00,1.321,3.9,-1.7,67.0,0.0,,260.0,7.6,,1005.8,,,1.9543632147836205
2022-01-06 18:00:00,2.146,4.4,-2.7,60.0,0.0,,260.0,7.6,,1006.3,,,2.539361152685434
2022-01-06 19:00:00,0.472,3.3,-4.4,57.0,0.0,,301.0,7.6,,1007.5,,,1.2523656893014445
2022-01-06 20:00:00,0.793,2.8,-6.1,52.0,0.0,,297.0,9.4,,1008.8,,,0.17636987784908298
2022-01-06 21:00:00,0.622,0.6,-3.9,72.0,0.0,,0.0,0.0,,1010.5,,,13.492899999999999
2022-01-06 22:00:00,0.585,-1.7,-3.9,85.0,0.0,,0.0,0.0,,1010.8,,,12.06345
2022-01-06 23:00:00,0.678,-2.8,-3.9,92.0,0.0,,0.0,0.0,,1011.4,,,11.3798
2022-01-07 00:00:00,0.834,-2.8,-4.4,89.0,0.0,,0.0,0.0,,1013.2,,,11.3798
2022-01-07 01:00:00,1.008,-3.3,-4.4,92.0,0.0,,0.0,0.0,,1013.8,,,11.069049999999999
2022-01-07 02:00:00,0.917,-3.3,-3.8,96.0,0.0,,0.0,0.0,,1013.9,,,11.069049999999999
2022-01-07 03:00:00,1.266,-2.8,-3.3,96.0,0.0,,0.0,0.0,,1013.6,,,11.3798
2022-01-07 04:00:00,1.605,-2.8,-3.3,96.0,0.0,,0.0,0.0,,1013.7,,,11.3798
2022-01-07 05:00:00,1.882,-2.8,-3.3,96.0,0.0,,0.0,0.0,,1013.6,,,11.3798
2022-01-07 06:00:00,2.465,-2.2,-3.3,92.0,0.0,,0.0,0.0,,1012.9,,,11.752699999999999
2022-01-07 07:00:00,2.447,-1.7,-3.3,89.0,0.0,,0.0,0.0,,1015.1,,,12.06345
2022-01-07 08:00:00,2.509,-1.1,-4.4,78.0,0.0,,0.0,0.0,,1013.6,,,12.43635
2022-01-07 09:00:00,2.252,-1.1,-5.0,75.0,0.0,,0.0,0.0,,1012.6,,,12.43635
2022-01-07 10:00:00,1.472,-1.1,-4.4,78.0,0.2,,50.0,9.4,,1011.0,,,-4.460616899611304
2022-01-07 11:00:00,1.135,-2.2,-3.9,88.0,0.3,,40.0,7.6,,1009.8,,,-5.182611627618501
2022-01-07 12:00:00,1.379,-2.2,-3.9,88.0,0.3,,40.0,9.4,,1009.0,,,-5.768484965048849
2022-01-07 13:00:00,1.127,-2.8,-3.9,92.0,1.3,,1.0,7.6,,1008.1,,,-5.884609153100676
2022-01-07 14:00:00,1.185,-2.2,-3.3,92.0,1.0,,10.0,7.6,,1006.9,,,-5.182611627618501
2022-01-07 15:00:00,1.472,-2.2,-3.3,92.0,1.3,,340.0,7.6,,1005.2,,,-5.182611627618501
2022-01-07 16:00:00,1.018,-2.8,-3.9,92.0,1.0,,340.0,14.8,,1002.8,,,-7.827371739282349
2022-01-07 17:00:00,1.044,-2.8,-3.9,92.0,0.5,,330.0,9.4,,1001.8,,,-6.4818675461966
2022-01-07 18:00:00,0.975,-2.8,-3.9,92.0,0.8,,347.0,9.4,,1001.3,,,-6.4818675461966
2022-01-07 19:00:00,1.151,-2.2,-3.9,88.0,0.3,,320.0,11.2,,1001.4,,,-6.266599400998523
2022-01-07 20:00:00,2.085,-2.2,-3.9,88.0,0.3,,320.0,14.8,,1002.3,,,-7.088340895483751
2022-01-07 21:00:00,2.242,-2.2,-3.9,88.0,0.3,,337.0,5.4,,1003.6,,,-4.281452850907211
2022-01-07 22:00:00,2.513,-2.8,-5.0,85.0,0.2,,329.0,9.4,,1005.0,,,-6.4818675461966
2022-01-07 23:00:00,3.243,-2.8,-5.6,81.0,0.1,,290.0,5.4,,1005.9,,,-4.965938497659113
2022-01-08 00:00:00,2.986,-2.8,-6.1,78.0,0.0,,290.0,7.6,,1007.3,,,-5.884609153100676
2022-01-08 01:00:00,3.393,-2.8,-6.6,75.0,0.0,,290.0,14.8,,1008.6,,,-7.827371739282349
2022-01-08 02:00:00,3.042,-2.8,-7.1,72.0,0.0,,280.0,9.4,,1010.0,,,-6.4818675461966
2022-01-08 03:00:00,3.391,-3.3,-8.9,65.0,0.0,,306.0,9.4,,1011.5,,,-7.076353030486393
2022-01-08 04:00:00,3.33,-4.4,-9.4,68.0,0.0,,290.0,9.4,,1012.7,,,-8.384221095923937
2022-01-08 05:00:00,3.835,-5.0,-10.0,68.0,0.0,,290.0,13.0,,1013.9,,,-10.11517090803061
2022-01-08 06:00:00,3.722,-5.6,-11.1,65.0,0.0,,290.0,9.4,,1015.0,,,-9.81098625821944
2022-01-08 07:00:00,3.542,-6.1,-12.2,62.0,0.0,,290.0,13.0,,1016.8,,,-11.45627708975969
2022-01-08 08:00:00,4.044,-7.2,-13.2,62.0,0.0,,310.0,9.4,,1018.7,,,-11.71333980794678
2022-01-08 09:00:00,3.803,-7.8,-14.4,59.0,0.0,,310.0,13.0,,1019.9,,,-13.528895734250089
2022-01-08 10:00:00,3.319,-8.9,-15.1,61.0,0.0,,300.0,7.6,,1021.3,,,-13.021583995502798
2022-01-08 11:00:00,3.295,-9.4,-15.5,61.0,0.0,,300.0,13.0,,1023.3,,,-15.479595634946932
2022-01-08 12:00:00,2.511,-10.0,-15.5,64.0,0.0,,300.0,13.0,,1025.2,,,-16.21110809770825
2022-01-08 13:00:00,2.91,-10.0,-16.1,61.0,0.0,,0.0,0.0,,1027.6,,,6.9049999999999985
2022-01-08 14:00:00,2.748,-9.4,-15.5,61.0,0.0,,319.0,11.2,,1029.1,,,-14.943346415037599
2022-01-08 15:00:00,2.741,-7.8,-15.1,56.0,0.0,,290.0,9.4,,1030.0,,,-12.426722389094532
2022-01-08 16:00:00,2.694,-6.7,-14.9,52.0,0.0,,290.0,13.0,,1030.6,,,-12.187789552521007
2022-01-08 17:00:00,3.243,-5.0,-14.3,48.0,0.0,,326.0,5.4,,1030.9,,,-7.475719202416093
2022-01-08 18:00:00,3.363,-4.4,-15.1,43.0,0.0,,313.0,9.4,,1031.7,,,-8.384221095923937
2022-01-08 19:00:00,3.801,-3.9,-16.2,38.0,0.0,,319.0,11.2,,1032.0,,,-8.315275779313303
2022-01-08 20:00:00,4.391,-3.3,-15.6,38.0,0.0,,314.0,9.4,,1033.6,,,-7.076353030486393
2022-01-08 21:00:00,4.097,-5.0,-14.3,48.0,0.0,,0.0,0.0,,1033.1,,,10.0125
2022-01-08 22:00:00,4.767,-8.9,-11.7,80.0,0.0,,0.0,0.0,,1034.6,,,7.588649999999999
2022-01-08 23:00:00,4.647,-11.1,-13.3,84.0,0.0,,0.0,0.0,,1034.4,,,6.221349999999999
2022-01-09 00:00:00,4.585,-12.2,-13.9,87.0,0.0,,0.0,0.0,,1035.4,,,5.537699999999999
2022-01-09 01:00:00,5.18,-13.3,-14.5,91.0,0.0,,0.0,0.0,,1035.2,,,4.854049999999997
2022-01-09 02:00:00,4.701,-13.9,-15.6,87.0,0.0,,0.0,0.0,,1035.4,,,4.481149999999998
2022-01-09 03:00:00,4.532,-14.4,-16.1,87.0,0.0,,0.0,0.0,,1034.9,,,4.170399999999999
2022-01-09 04:00:00,4.332,-14.4,-16.1,87.0,0.0,,0.0,0.0,,1034.3,,,4.170399999999999
2022-01-09 05:00:00,4.296,-13.9,-15.6,87.0,0.0,,0.0,0.0,,1033.4,,,4.481149999999998
2022-01-09 06:00:00,4.272,-12.2,-13.9,87.0,0.0,,0.0,0.0,,1031.6,,,5.537699999999999
2022-01-09 07:00:00,3.8,-10.6,-12.2,88.0,0.0,,0.0,0.0,,1031.8,,,6.532099999999999
2022-01-09 08:00:00,3.394,-8.9,-10.5,88.0,0.0,,0.0,0.0,,1030.6,,,7.588649999999999
2022-01-09 09:00:00,3.103,-8.3,-9.4,92.0,0.0,,0.0,0.0,,1029.6,,,7.961549999999998
2022-01-09 10:00:00,3.316,-6.7,-7.8,92.0,0.0,,0.0,0.0,,1028.2,,,8.955949999999998
2022-01-09 11:00:00,3.124,0.0,-6.6,61.0,0.0,,220.0,16.6,,1026.4,,,-4.702874900422946
2022-01-09 12:00:00,3.172,1.1,-5.6,61.0,0.0,,210.0,27.7,,1024.6,,,-4.798788379779597
2022-01-09 13:00:00,3.062,2.2,-4.3,62.0,0.0,,210.0,24.1,,1022.7,,,-2.9796422469131985
2022-01-09 14:00:00,3.042,2.8,-4.4,59.0,0.0,,220.0,37.1,,1021.5,,,-3.430853518073599
2022-01-09 15:00:00,2.726,2.2,-1.8,75.0,0.8,,210.0,24.1,,1020.1,,,-2.9796422469131985
2022-01-09 16:00:00,3.006,1.7,0.1,89.0,0.8,,220.0,25.9,,1018.6,,,-3.826551347478529
2022-01-09 17:00:00,2.899,2.2,-1.1,79.0,2.0,,220.0,18.4,,1016.3,,,-2.2415084797963036
2022-01-09 18:00:00,3.153,1.7,0.1,89.0,1.5,,220.0,18.4,,1014.2,,,-2.8681835187209845
2022-01-09 19:00:00,6.081,1.7,0.1,89.0,0.5,,230.0,20.5,,1012.6,,,-3.165481943509891
2022-01-09 20:00:00,4.742,2.2,-0.1,85.0,0.0,,230.0,18.4,,1011.5,,,-2.2415084797963036
2022-01-09 21:00:00,2.894,2.8,0.0,82.0,0.0,,220.0,22.3,,1010.1,,,-2.0001922078857253
2022-01-09 22:00:00,1.308,3.3,0.0,79.0,0.0,,230.0,22.3,,1009.4,,,-1.3636490388947755
2022-01-09 23:00:00,1.381,3.3,-0.5,76.0,0.0,,220.0,13.0,,1008.7,,,0.004084826834272359
2022-01-10 00:00:00,1.25,3.3,0.0,79.0,0.0,,230.0,13.0,,1008.3,,,0.004084826834272359
2022-01-10 01:00:00,1.207,3.3,0.0,79.0,0.0,,230.0,14.8,,1007.1,,,-0.313891493996596
2022-01-10 02:00:00,1.4,3.9,0.6,79.0,0.0,,230.0,16.6,,1006.6,,,0.1449331120897206
2022-01-10 03:00:00,1.791,3.3,0.7,83.0,0.0,,230.0,18.4,,1006.1,,,-0.8628233941620067
2022-01-10 04:00:00,2.393,3.9,0.6,79.0,0.0,,240.0,14.8,,1006.1,,,0.4251393498020022
2022-01-10 05:00:00,2.519,3.3,0.7,83.0,0.0,,280.0,9.4,,1006.0,,,0.7708553621388763
2022-01-10 06:00:00,2.905,2.8,0.5,85.0,0.0,,280.0,5.4,,1006.5,,,1.4225942053586498
2022-01-10 07:00:00,2.334,2.2,-0.1,85.0,0.0,,270.0,9.4,,1007.3,,,-0.5370127032986685
2022-01-10 08:00:00,1.196,1.7,-4.4,64.0,0.0,,286.0,11.2,,1008.6,,,-1.566694768394023
2022-01-10 09:00:00,1.078,0.0,-9.5,49.0,0.0,,300.0,11.2,,1009.7,,,-3.6153711467088048
2022-01-10 10:00:00,1.076,-1.7,-10.5,51.0,0.0,,300.0,13.0,,1011.2,,,-6.091852362843367
2022-01-10 11:00:00,1.075,-3.3,-12.8,48.0,0.0,,330.0,7.6,,1012.6,,,-6.46960709100249
2022-01-10 12:00:00,1.233,-3.9,-12.1,53.0,0.0,,330.0,13.0,,1013.6,,,-8.774064726301528
2022-01-10 13:00:00,2.667,-4.4,-15.1,43.0,0.0,,300.0,18.4,,1014.9,,,-10.513618993602085
2022-01-10 14:00:00,2.085,-4.4,-16.0,40.0,0.0,,310.0,9.4,,1016.1,,,-8.384221095923937
2022-01-10 15:00:00,2.27,-5.0,-18.8,33.0,0.0,,310.0,13.0,,1016.7,,,-10.11517090803061
